ID,Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year,Price
683,Corporate,Italy,Headphones,Medium,39,167,1003,39117,3911.7,35205.3,6513,28692.3,11/13/2024,11,November,2024,1003
684,Home Office,Italy,Laptop,High,91,257,914,83174,16634.8,66539.2,23387,43152.2,11/14/2024,11,November,2024,914
685,Corporate,Germany,Headphones,Medium,74,247,250,18500,1850,16650,18278,-1628,11/15/2024,11,November,2024,250
686,Consumer,Germany,Headphones,Medium,90,249,982,88380,8838,79542,22410,57132,11/16/2024,11,November,2024,982
687,Home Office,United Kingdom,Tablet,High,19,74,523,9937,1987.4,7949.6,1406,6543.6,11/17/2024,11,November,2024,523
688,Corporate,United Kingdom,Smartphone,High,39,259,988,38532,7706.4,30825.6,10101,20724.6,11/18/2024,11,November,2024,988
689,Corporate,Italy,Tablet,High,67,138,340,22780,4556,18224,9246,8978,11/19/2024,11,November,2024,340
690,Consumer,Italy,Laptop,Medium,45,61,669,30105,3010.5,27094.5,2745,24349.5,11/20/2024,11,November,2024,669
691,Home Office,United Kingdom,Headphones,High,13,192,986,12818,2563.6,10254.4,2496,7758.4,11/21/2024,11,November,2024,986
692,Home Office,Italy,Monitor,Low,92,108,1001,92092,4604.6,87487.4,9936,77551.4,11/22/2024,11,November,2024,1001
693,Home Office,Italy,Monitor,Low,58,203,533,30914,1545.7,29368.3,11774,17594.3,11/23/2024,11,November,2024,533
694,Corporate,France,Laptop,Low,20,282,1092,21840,1092,20748,5640,15108,11/24/2024,11,November,2024,1092
695,Home Office,United Kingdom,Laptop,High,92,158,1163,106996,21399.2,85596.8,14536,71060.8,11/25/2024,11,November,2024,1163
696,Corporate,United States,Tablet,High,72,75,572,41184,8236.8,32947.2,5400,27547.2,11/26/2024,11,November,2024,572
697,Corporate,France,Smartphone,High,61,96,763,46543,9308.6,37234.4,5856,31378.4,11/27/2024,11,November,2024,763
698,Consumer,France,Headphones,Low,39,81,693,27027,1351.35,25675.65,3159,22516.65,11/28/2024,11,November,2024,693
699,Consumer,France,Tablet,Low,1,59,738,738,36.9,701.1,59,642.1,11/29/2024,11,November,2024,738
700,Corporate,Italy,Laptop,High,3,65,868,2604,520.8,2083.2,195,1888.2,11/30/2024,11,November,2024,868
701,Consumer,Italy,Monitor,Low,77,248,950,73150,3657.5,69492.5,19096,50396.5,12/1/2024,12,December,2024,950
702,Corporate,United Kingdom,Laptop,High,92,194,355,32660,6532,26128,17848,8280,12/2/2024,12,December,2024,355
703,Home Office,Germany,Tablet,Medium,62,200,490,30380,3038,27342,12400,14942,12/3/2024,12,December,2024,490
704,Consumer,United States,Tablet,Low,63,75,847,53361,2668.05,50692.95,4725,45967.95,12/4/2024,12,December,2024,847
705,Consumer,United States,Headphones,Low,25,262,343,8575,428.75,8146.25,6550,1596.25,12/5/2024,12,December,2024,343
706,Home Office,Germany,Laptop,Low,56,135,305,17080,854,16226,7560,8666,12/6/2024,12,December,2024,305
707,Corporate,France,Tablet,Low,33,299,619,20427,1021.35,19405.65,9867,9538.65,12/7/2024,12,December,2024,619
708,Consumer,United States,Smartphone,Medium,38,184,869,33022,3302.2,29719.8,6992,22727.8,12/8/2024,12,December,2024,869
709,Corporate,Germany,Tablet,Low,6,63,857,5142,257.1,4884.9,378,4506.9,12/9/2024,12,December,2024,857
710,Home Office,Germany,Laptop,Low,58,128,201,11658,582.9,11075.1,7424,3651.1,12/10/2024,12,December,2024,201
711,Home Office,France,Laptop,Medium,44,166,1144,50336,5033.6,45302.4,7304,37998.4,12/11/2024,12,December,2024,1144
712,Home Office,France,Tablet,Low,45,56,788,35460,1773,33687,2520,31167,12/12/2024,12,December,2024,788
713,Corporate,United States,Smartphone,Low,32,186,843,26976,1348.8,25627.2,5952,19675.2,12/13/2024,12,December,2024,843
714,Corporate,United States,Monitor,Low,45,164,289,13005,650.25,12354.75,7380,4974.75,12/14/2024,12,December,2024,289
715,Home Office,United States,Laptop,Low,61,225,544,33184,1659.2,31524.8,13725,17799.8,12/15/2024,12,December,2024,544
716,Corporate,France,Headphones,Low,47,121,549,25803,1290.15,24512.85,5687,18825.85,12/16/2024,12,December,2024,549
717,Corporate,United States,Laptop,High,21,291,658,13818,2763.6,11054.4,6111,4943.4,12/17/2024,12,December,2024,658
718,Consumer,United States,Laptop,Low,80,108,462,36960,1848,35112,8640,26472,12/18/2024,12,December,2024,462
719,Corporate,United Kingdom,Tablet,Low,85,264,550,46750,2337.5,44412.5,22440,21972.5,12/19/2024,12,December,2024,550
720,Corporate,Germany,Laptop,High,75,270,307,23025,4605,18420,20250,-1830,12/20/2024,12,December,2024,307
721,Corporate,Italy,Tablet,High,36,131,785,28260,5652,22608,4716,17892,12/21/2024,12,December,2024,785
722,Consumer,United States,Laptop,High,99,272,238,23562,4712.4,18849.6,26928,-8078.4,12/22/2024,12,December,2024,238
723,Corporate,United Kingdom,Smartphone,High,19,271,1108,21052,4210.4,16841.6,5149,11692.6,12/23/2024,12,December,2024,1108
724,Consumer,Germany,Tablet,Medium,20,165,358,7160,716,6444,3300,3144,12/24/2024,12,December,2024,358
725,Home Office,United States,Headphones,High,57,216,782,44574,8914.8,35659.2,12312,23347.2,12/25/2024,12,December,2024,782
726,Corporate,United States,Smartphone,Medium,18,276,1158,20844,2084.4,18759.6,4968,13791.6,12/26/2024,12,December,2024,1158
727,Corporate,France,Headphones,Low,47,195,511,24017,1200.85,22816.15,9165,13651.15,12/27/2024,12,December,2024,511
728,Corporate,Italy,Monitor,High,49,236,440,21560,4312,17248,11564,5684,12/28/2024,12,December,2024,440
729,Consumer,Italy,Smartphone,Low,14,283,1137,15918,795.9,15122.1,3962,11160.1,12/29/2024,12,December,2024,1137
730,Corporate,Italy,Headphones,Medium,15,152,644,9660,966,8694,2280,6414,12/30/2024,12,December,2024,644
731,Corporate,United States,Headphones,High,31,66,497,15407,3081.4,12325.6,2046,10279.6,12/31/2024,12,December,2024,497
732,Home Office,Italy,Smartphone,High,1,63,1151,1151,230.2,920.8,63,857.8,1/1/2025,1,January,2025,1151
733,Home Office,Germany,Tablet,Low,54,208,235,12690,634.5,12055.5,11232,823.5,1/2/2025,1,January,2025,235
734,Home Office,United Kingdom,Laptop,High,3,201,283,849,169.8,679.2,603,76.2,1/3/2025,1,January,2025,283
735,Home Office,France,Laptop,Medium,16,276,651,10416,1041.6,9374.4,4416,4958.4,1/4/2025,1,January,2025,651
736,Consumer,United Kingdom,Headphones,Low,87,157,1085,94395,4719.75,89675.25,13659,76016.25,1/5/2025,1,January,2025,1085
737,Home Office,United Kingdom,Monitor,Low,57,237,974,55518,2775.9,52742.1,13509,39233.1,1/6/2025,1,January,2025,974
738,Consumer,United States,Tablet,Medium,75,94,1021,76575,7657.5,68917.5,7050,61867.5,1/7/2025,1,January,2025,1021
739,Corporate,Italy,Monitor,High,12,147,584,7008,1401.6,5606.4,1764,3842.4,1/8/2025,1,January,2025,584
740,Home Office,Italy,Smartphone,Low,74,180,371,27454,1372.7,26081.3,13320,12761.3,1/9/2025,1,January,2025,371
741,Consumer,United Kingdom,Headphones,Medium,96,86,575,55200,5520,49680,8256,41424,1/10/2025,1,January,2025,575
742,Consumer,United States,Laptop,High,16,220,884,14144,2828.8,11315.2,3520,7795.2,1/11/2025,1,January,2025,884
743,Consumer,United Kingdom,Smartphone,High,72,217,561,40392,8078.4,32313.6,15624,16689.6,1/12/2025,1,January,2025,561
744,Consumer,United Kingdom,Smartphone,Low,76,267,758,57608,2880.4,54727.6,20292,34435.6,1/13/2025,1,January,2025,758
745,Consumer,United States,Smartphone,Low,24,232,1090,26160,1308,24852,5568,19284,1/14/2025,1,January,2025,1090
746,Consumer,Italy,Laptop,Low,28,264,340,9520,476,9044,7392,1652,1/15/2025,1,January,2025,340
747,Consumer,France,Headphones,Medium,8,157,1086,8688,868.8,7819.2,1256,6563.2,1/16/2025,1,January,2025,1086
748,Home Office,Italy,Headphones,Low,92,88,1117,102764,5138.2,97625.8,8096,89529.8,1/17/2025,1,January,2025,1117
749,Corporate,Italy,Smartphone,Medium,36,64,317,11412,1141.2,10270.8,2304,7966.8,1/18/2025,1,January,2025,317
750,Home Office,Italy,Smartphone,High,90,169,476,42840,8568,34272,15210,19062,1/19/2025,1,January,2025,476
751,Consumer,United Kingdom,Headphones,Medium,8,290,925,7400,740,6660,2320,4340,1/20/2025,1,January,2025,925
752,Home Office,Italy,Smartphone,Medium,58,53,419,24302,2430.2,21871.8,3074,18797.8,1/21/2025,1,January,2025,419
753,Corporate,United Kingdom,Laptop,High,60,142,1104,66240,13248,52992,8520,44472,1/22/2025,1,January,2025,1104
754,Consumer,United Kingdom,Monitor,High,50,263,225,11250,2250,9000,13150,-4150,1/23/2025,1,January,2025,225
755,Corporate,United Kingdom,Monitor,Medium,28,202,720,20160,2016,18144,5656,12488,1/24/2025,1,January,2025,720
756,Consumer,United Kingdom,Monitor,Medium,92,190,982,90344,9034.4,81309.6,17480,63829.6,1/25/2025,1,January,2025,982
757,Corporate,Italy,Smartphone,High,41,259,209,8569,1713.8,6855.2,10619,-3763.8,1/26/2025,1,January,2025,209
758,Corporate,France,Tablet,Medium,64,210,1183,75712,7571.2,68140.8,13440,54700.8,1/27/2025,1,January,2025,1183
759,Consumer,United States,Smartphone,Low,27,65,577,15579,778.95,14800.05,1755,13045.05,1/28/2025,1,January,2025,577
760,Consumer,Germany,Laptop,Low,63,286,832,52416,2620.8,49795.2,18018,31777.2,1/29/2025,1,January,2025,832
761,Consumer,Italy,Headphones,High,17,219,836,14212,2842.4,11369.6,3723,7646.6,1/30/2025,1,January,2025,836
762,Home Office,France,Laptop,Low,73,157,881,64313,3215.65,61097.35,11461,49636.35,1/31/2025,1,January,2025,881
763,Consumer,Germany,Smartphone,Low,33,175,783,25839,1291.95,24547.05,5775,18772.05,2/1/2025,2,February,2025,783
764,Corporate,Italy,Headphones,Medium,84,243,351,29484,2948.4,26535.6,20412,6123.6,2/2/2025,2,February,2025,351
765,Corporate,United States,Monitor,Low,77,104,919,70763,3538.15,67224.85,8008,59216.85,2/3/2025,2,February,2025,919
766,Consumer,United Kingdom,Smartphone,High,92,276,248,22816,4563.2,18252.8,25392,-7139.2,2/4/2025,2,February,2025,248
767,Consumer,United States,Tablet,High,29,219,353,10237,2047.4,8189.6,6351,1838.6,2/5/2025,2,February,2025,353
768,Home Office,Germany,Laptop,High,13,83,1058,13754,2750.8,11003.2,1079,9924.2,2/6/2025,2,February,2025,1058
769,Consumer,Italy,Smartphone,Medium,46,207,492,22632,2263.2,20368.8,9522,10846.8,2/7/2025,2,February,2025,492
770,Consumer,United Kingdom,Monitor,Medium,35,296,779,27265,2726.5,24538.5,10360,14178.5,2/8/2025,2,February,2025,779
771,Consumer,Italy,Headphones,High,6,62,249,1494,298.8,1195.2,372,823.2,2/9/2025,2,February,2025,249
772,Corporate,Italy,Laptop,Low,82,190,863,70766,3538.3,67227.7,15580,51647.7,2/10/2025,2,February,2025,863
773,Home Office,Italy,Tablet,High,69,67,730,50370,10074,40296,4623,35673,2/11/2025,2,February,2025,730
774,Corporate,Germany,Laptop,Low,47,209,811,38117,1905.85,36211.15,9823,26388.15,2/12/2025,2,February,2025,811
775,Corporate,France,Smartphone,Low,25,145,259,6475,323.75,6151.25,3625,2526.25,2/13/2025,2,February,2025,259
776,Home Office,Italy,Headphones,Low,66,276,366,24156,1207.8,22948.2,18216,4732.2,2/14/2025,2,February,2025,366
777,Home Office,United Kingdom,Smartphone,Low,10,172,401,4010,200.5,3809.5,1720,2089.5,2/15/2025,2,February,2025,401
778,Home Office,Germany,Laptop,Medium,56,88,1056,59136,5913.6,53222.4,4928,48294.4,2/16/2025,2,February,2025,1056
779,Home Office,France,Laptop,Medium,30,95,345,10350,1035,9315,2850,6465,2/17/2025,2,February,2025,345
780,Home Office,Germany,Tablet,High,5,293,1114,5570,1114,4456,1465,2991,2/18/2025,2,February,2025,1114
781,Corporate,United States,Tablet,Low,33,78,875,28875,1443.75,27431.25,2574,24857.25,2/19/2025,2,February,2025,875
782,Corporate,Germany,Laptop,High,65,239,1169,75985,15197,60788,15535,45253,2/20/2025,2,February,2025,1169
783,Home Office,France,Smartphone,Low,18,290,1192,21456,1072.8,20383.2,5220,15163.2,2/21/2025,2,February,2025,1192
784,Consumer,France,Tablet,Low,96,270,638,61248,3062.4,58185.6,25920,32265.6,2/22/2025,2,February,2025,638
785,Home Office,Italy,Monitor,Low,49,111,441,21609,1080.45,20528.55,5439,15089.55,2/23/2025,2,February,2025,441
786,Corporate,United Kingdom,Monitor,High,11,294,780,8580,1716,6864,3234,3630,2/24/2025,2,February,2025,780
787,Consumer,Germany,Tablet,Low,85,285,886,75310,3765.5,71544.5,24225,47319.5,2/25/2025,2,February,2025,886
788,Consumer,Germany,Tablet,Low,26,234,760,19760,988,18772,6084,12688,2/26/2025,2,February,2025,760
789,Consumer,United States,Smartphone,Medium,63,65,682,42966,4296.6,38669.4,4095,34574.4,2/27/2025,2,February,2025,682
790,Corporate,United States,Monitor,Low,89,233,307,27323,1366.15,25956.85,20737,5219.85,2/28/2025,2,February,2025,307
791,Home Office,Germany,Laptop,Medium,86,285,425,36550,3655,32895,24510,8385,3/1/2025,3,March,2025,425
792,Corporate,United States,Headphones,Low,59,288,872,51448,2572.4,48875.6,16992,31883.6,3/2/2025,3,March,2025,872
793,Consumer,France,Monitor,High,27,170,830,22410,4482,17928,4590,13338,3/3/2025,3,March,2025,830
794,Home Office,Italy,Smartphone,High,49,59,860,42140,8428,33712,2891,30821,3/4/2025,3,March,2025,860
795,Home Office,Germany,Monitor,Low,77,207,1176,90552,4527.6,86024.4,15939,70085.4,3/5/2025,3,March,2025,1176
796,Home Office,Italy,Tablet,Low,33,202,861,28413,1420.65,26992.35,6666,20326.35,3/6/2025,3,March,2025,861
797,Consumer,United Kingdom,Tablet,High,98,152,631,61838,12367.6,49470.4,14896,34574.4,3/7/2025,3,March,2025,631
798,Consumer,United States,Smartphone,Low,99,133,1004,99396,4969.8,94426.2,13167,81259.2,3/8/2025,3,March,2025,1004
799,Home Office,Italy,Smartphone,Low,1,182,854,854,42.7,811.3,182,629.3,3/9/2025,3,March,2025,854
800,Corporate,United Kingdom,Monitor,Low,21,114,618,12978,648.9,12329.1,2394,9935.1,3/10/2025,3,March,2025,618
801,Corporate,United States,Headphones,Medium,55,271,1187,65285,6528.5,58756.5,14905,43851.5,3/11/2025,3,March,2025,1187
802,Consumer,United States,Monitor,High,6,226,654,3924,784.8,3139.2,1356,1783.2,3/12/2025,3,March,2025,654
803,Home Office,France,Smartphone,High,92,52,359,33028,6605.6,26422.4,4784,21638.4,3/13/2025,3,March,2025,359
804,Consumer,Italy,Smartphone,High,81,222,722,58482,11696.4,46785.6,17982,28803.6,3/14/2025,3,March,2025,722
805,Corporate,United Kingdom,Smartphone,High,69,191,849,58581,11716.2,46864.8,13179,33685.8,3/15/2025,3,March,2025,849
806,Home Office,United States,Tablet,Medium,95,169,1168,110960,11096,99864,16055,83809,3/16/2025,3,March,2025,1168
807,Corporate,United States,Tablet,High,5,207,789,3945,789,3156,1035,2121,3/17/2025,3,March,2025,789
808,Consumer,Italy,Tablet,Medium,3,291,276,828,82.8,745.2,873,-127.8,3/18/2025,3,March,2025,276
809,Consumer,France,Headphones,High,53,117,708,37524,7504.8,30019.2,6201,23818.2,3/19/2025,3,March,2025,708
810,Consumer,France,Monitor,High,23,195,640,14720,2944,11776,4485,7291,3/20/2025,3,March,2025,640
811,Home Office,United Kingdom,Smartphone,High,53,239,453,24009,4801.8,19207.2,12667,6540.2,3/21/2025,3,March,2025,453
812,Corporate,Italy,Tablet,Low,37,86,1120,41440,2072,39368,3182,36186,3/22/2025,3,March,2025,1120
813,Consumer,Italy,Tablet,Medium,74,202,969,71706,7170.6,64535.4,14948,49587.4,3/23/2025,3,March,2025,969
814,Corporate,United States,Headphones,Low,74,225,519,38406,1920.3,36485.7,16650,19835.7,3/24/2025,3,March,2025,519
815,Corporate,Germany,Smartphone,High,83,242,1002,83166,16633.2,66532.8,20086,46446.8,3/25/2025,3,March,2025,1002
816,Home Office,France,Laptop,Low,17,230,462,7854,392.7,7461.3,3910,3551.3,3/26/2025,3,March,2025,462
817,Home Office,France,Tablet,Low,85,287,796,67660,3383,64277,24395,39882,3/27/2025,3,March,2025,796
818,Consumer,United States,Monitor,High,78,256,857,66846,13369.2,53476.8,19968,33508.8,3/28/2025,3,March,2025,857
819,Home Office,Germany,Monitor,Low,73,122,1034,75482,3774.1,71707.9,8906,62801.9,3/29/2025,3,March,2025,1034
820,Home Office,Germany,Monitor,Medium,1,192,753,753,75.3,677.7,192,485.7,3/30/2025,3,March,2025,753
821,Consumer,Germany,Monitor,Medium,51,98,573,29223,2922.3,26300.7,4998,21302.7,3/31/2025,3,March,2025,573
822,Consumer,United States,Tablet,Low,45,170,836,37620,1881,35739,7650,28089,4/1/2025,4,April,2025,836
823,Consumer,France,Smartphone,Low,77,137,366,28182,1409.1,26772.9,10549,16223.9,4/2/2025,4,April,2025,366
824,Corporate,Italy,Smartphone,Medium,4,245,1136,4544,454.4,4089.6,980,3109.6,4/3/2025,4,April,2025,1136
825,Home Office,Germany,Monitor,Medium,62,189,952,59024,5902.4,53121.6,11718,41403.6,4/4/2025,4,April,2025,952
826,Corporate,United Kingdom,Monitor,Medium,65,236,658,42770,4277,38493,15340,23153,4/5/2025,4,April,2025,658
827,Consumer,Italy,Monitor,High,32,299,1198,38336,7667.2,30668.8,9568,21100.8,4/6/2025,4,April,2025,1198
828,Consumer,France,Headphones,Medium,34,86,479,16286,1628.6,14657.4,2924,11733.4,4/7/2025,4,April,2025,479
829,Home Office,Italy,Tablet,Low,92,110,899,82708,4135.4,78572.6,10120,68452.6,4/8/2025,4,April,2025,899
830,Consumer,Italy,Headphones,Low,95,278,501,47595,2379.75,45215.25,26410,18805.25,4/9/2025,4,April,2025,501
831,Consumer,United Kingdom,Laptop,Medium,72,220,730,52560,5256,47304,15840,31464,4/10/2025,4,April,2025,730
832,Corporate,Germany,Laptop,Medium,39,173,779,30381,3038.1,27342.9,6747,20595.9,4/11/2025,4,April,2025,779
833,Consumer,Germany,Laptop,Low,26,247,417,10842,542.1,10299.9,6422,3877.9,4/12/2025,4,April,2025,417
834,Corporate,United States,Monitor,High,34,88,301,10234,2046.8,8187.2,2992,5195.2,4/13/2025,4,April,2025,301
835,Consumer,Germany,Monitor,Low,54,233,753,40662,2033.1,38628.9,12582,26046.9,4/14/2025,4,April,2025,753
836,Home Office,Italy,Smartphone,High,3,112,487,1461,292.2,1168.8,336,832.8,4/15/2025,4,April,2025,487
837,Consumer,France,Monitor,High,50,95,366,18300,3660,14640,4750,9890,4/16/2025,4,April,2025,366
838,Corporate,Italy,Tablet,Medium,12,137,820,9840,984,8856,1644,7212,4/17/2025,4,April,2025,820
839,Home Office,Germany,Smartphone,Low,65,60,235,15275,763.75,14511.25,3900,10611.25,4/18/2025,4,April,2025,235
840,Home Office,Italy,Smartphone,Low,54,111,943,50922,2546.1,48375.9,5994,42381.9,4/19/2025,4,April,2025,943
841,Consumer,United Kingdom,Monitor,Low,5,126,940,4700,235,4465,630,3835,4/20/2025,4,April,2025,940
842,Corporate,United States,Monitor,Medium,94,275,552,51888,5188.8,46699.2,25850,20849.2,4/21/2025,4,April,2025,552
843,Corporate,United States,Monitor,High,94,202,875,82250,16450,65800,18988,46812,4/22/2025,4,April,2025,875
844,Home Office,Italy,Tablet,High,57,248,1098,62586,12517.2,50068.8,14136,35932.8,4/23/2025,4,April,2025,1098
845,Consumer,Germany,Laptop,Medium,17,101,272,4624,462.4,4161.6,1717,2444.6,4/24/2025,4,April,2025,272
846,Consumer,United Kingdom,Headphones,Medium,47,53,847,39809,3980.9,35828.1,2491,33337.1,4/25/2025,4,April,2025,847
847,Corporate,Germany,Monitor,Low,23,108,552,12696,634.8,12061.2,2484,9577.2,4/26/2025,4,April,2025,552
848,Corporate,Germany,Laptop,High,79,121,1090,86110,17222,68888,9559,59329,4/27/2025,4,April,2025,1090
849,Home Office,United States,Headphones,High,85,197,269,22865,4573,18292,16745,1547,4/28/2025,4,April,2025,269
850,Consumer,Germany,Headphones,Medium,14,142,624,8736,873.6,7862.4,1988,5874.4,4/29/2025,4,April,2025,624
851,Corporate,France,Monitor,Medium,66,112,1198,79068,7906.8,71161.2,7392,63769.2,4/30/2025,4,April,2025,1198
852,Corporate,United Kingdom,Smartphone,High,75,103,907,68025,13605,54420,7725,46695,5/1/2025,5,May,2025,907
853,Corporate,France,Smartphone,High,51,166,980,49980,9996,39984,8466,31518,5/2/2025,5,May,2025,980
854,Home Office,Germany,Smartphone,Low,38,292,760,28880,1444,27436,11096,16340,5/3/2025,5,May,2025,760
855,Corporate,Italy,Laptop,High,64,286,1027,65728,13145.6,52582.4,18304,34278.4,5/4/2025,5,May,2025,1027
856,Home Office,Italy,Smartphone,Medium,98,159,841,82418,8241.8,74176.2,15582,58594.2,5/5/2025,5,May,2025,841
857,Consumer,Germany,Tablet,High,38,123,1155,43890,8778,35112,4674,30438,5/6/2025,5,May,2025,1155
858,Corporate,Italy,Laptop,Medium,50,156,716,35800,3580,32220,7800,24420,5/7/2025,5,May,2025,716
859,Corporate,United States,Headphones,Medium,98,275,627,61446,6144.6,55301.4,26950,28351.4,5/8/2025,5,May,2025,627
860,Corporate,United Kingdom,Monitor,Medium,82,106,738,60516,6051.6,54464.4,8692,45772.4,5/9/2025,5,May,2025,738
861,Corporate,Italy,Monitor,Medium,30,267,359,10770,1077,9693,8010,1683,5/10/2025,5,May,2025,359
862,Consumer,United Kingdom,Laptop,High,79,218,348,27492,5498.4,21993.6,17222,4771.6,5/11/2025,5,May,2025,348
863,Consumer,Italy,Monitor,Medium,91,290,975,88725,8872.5,79852.5,26390,53462.5,5/12/2025,5,May,2025,975
864,Corporate,France,Monitor,Low,51,299,429,21879,1093.95,20785.05,15249,5536.05,5/13/2025,5,May,2025,429
865,Consumer,Italy,Smartphone,Medium,63,52,911,57393,5739.3,51653.7,3276,48377.7,5/14/2025,5,May,2025,911
866,Home Office,France,Smartphone,Medium,98,169,761,74578,7457.8,67120.2,16562,50558.2,5/15/2025,5,May,2025,761
867,Corporate,United Kingdom,Tablet,Medium,52,55,266,13832,1383.2,12448.8,2860,9588.8,5/16/2025,5,May,2025,266
868,Consumer,Italy,Tablet,Low,38,54,1011,38418,1920.9,36497.1,2052,34445.1,5/17/2025,5,May,2025,1011
869,Consumer,France,Tablet,Low,97,54,580,56260,2813,53447,5238,48209,5/18/2025,5,May,2025,580
870,Home Office,Germany,Smartphone,Medium,88,103,257,22616,2261.6,20354.4,9064,11290.4,5/19/2025,5,May,2025,257
871,Consumer,Italy,Tablet,High,79,96,458,36182,7236.4,28945.6,7584,21361.6,5/20/2025,5,May,2025,458
872,Consumer,United Kingdom,Headphones,Low,30,264,541,16230,811.5,15418.5,7920,7498.5,5/21/2025,5,May,2025,541
873,Consumer,Germany,Tablet,High,51,226,1037,52887,10577.4,42309.6,11526,30783.6,5/22/2025,5,May,2025,1037
874,Corporate,United States,Monitor,High,81,58,329,26649,5329.8,21319.2,4698,16621.2,5/23/2025,5,May,2025,329
875,Home Office,Italy,Tablet,Medium,5,148,926,4630,463,4167,740,3427,5/24/2025,5,May,2025,926
876,Home Office,Italy,Laptop,Medium,29,69,371,10759,1075.9,9683.1,2001,7682.1,5/25/2025,5,May,2025,371
877,Consumer,Germany,Headphones,Medium,4,171,969,3876,387.6,3488.4,684,2804.4,5/26/2025,5,May,2025,969
878,Corporate,Germany,Smartphone,High,10,290,813,8130,1626,6504,2900,3604,5/27/2025,5,May,2025,813
879,Consumer,United States,Laptop,High,56,110,408,22848,4569.6,18278.4,6160,12118.4,5/28/2025,5,May,2025,408
880,Corporate,United Kingdom,Monitor,Medium,17,172,1002,17034,1703.4,15330.6,2924,12406.6,5/29/2025,5,May,2025,1002
881,Home Office,France,Headphones,Low,74,283,553,40922,2046.1,38875.9,20942,17933.9,5/30/2025,5,May,2025,553
882,Consumer,United States,Tablet,Low,17,212,670,11390,569.5,10820.5,3604,7216.5,5/31/2025,5,May,2025,670
883,Corporate,Italy,Laptop,Low,84,227,997,83748,4187.4,79560.6,19068,60492.6,6/1/2025,6,June,2025,997
884,Corporate,Italy,Headphones,Low,88,131,315,27720,1386,26334,11528,14806,6/2/2025,6,June,2025,315
885,Home Office,France,Smartphone,Low,69,111,463,31947,1597.35,30349.65,7659,22690.65,6/3/2025,6,June,2025,463
886,Consumer,United Kingdom,Tablet,Medium,34,194,861,29274,2927.4,26346.6,6596,19750.6,6/4/2025,6,June,2025,861
887,Consumer,United Kingdom,Tablet,High,6,265,1011,6066,1213.2,4852.8,1590,3262.8,6/5/2025,6,June,2025,1011
888,Home Office,Germany,Laptop,Medium,53,52,641,33973,3397.3,30575.7,2756,27819.7,6/6/2025,6,June,2025,641
889,Home Office,Italy,Smartphone,Low,66,209,747,49302,2465.1,46836.9,13794,33042.9,6/7/2025,6,June,2025,747
890,Home Office,United States,Smartphone,Low,77,276,652,50204,2510.2,47693.8,21252,26441.8,6/8/2025,6,June,2025,652
891,Corporate,Germany,Smartphone,High,43,279,1044,44892,8978.4,35913.6,11997,23916.6,6/9/2025,6,June,2025,1044
892,Corporate,Germany,Smartphone,Medium,75,62,676,50700,5070,45630,4650,40980,6/10/2025,6,June,2025,676
893,Home Office,Italy,Headphones,High,23,169,486,11178,2235.6,8942.4,3887,5055.4,6/11/2025,6,June,2025,486
894,Home Office,France,Headphones,Medium,55,174,502,27610,2761,24849,9570,15279,6/12/2025,6,June,2025,502
895,Consumer,United Kingdom,Laptop,High,80,288,510,40800,8160,32640,23040,9600,6/13/2025,6,June,2025,510
896,Consumer,United Kingdom,Monitor,Low,95,138,407,38665,1933.25,36731.75,13110,23621.75,6/14/2025,6,June,2025,407
897,Corporate,Germany,Monitor,High,75,122,817,61275,12255,49020,9150,39870,6/15/2025,6,June,2025,817
898,Home Office,Germany,Headphones,High,16,117,645,10320,2064,8256,1872,6384,6/16/2025,6,June,2025,645
899,Corporate,Germany,Smartphone,High,8,191,869,6952,1390.4,5561.6,1528,4033.6,6/17/2025,6,June,2025,869
900,Consumer,Italy,Laptop,High,4,150,832,3328,665.6,2662.4,600,2062.4,6/18/2025,6,June,2025,832
901,Home Office,France,Tablet,High,4,147,254,1016,203.2,812.8,588,224.8,6/19/2025,6,June,2025,254
902,Consumer,United Kingdom,Smartphone,High,56,60,1111,62216,12443.2,49772.8,3360,46412.8,6/20/2025,6,June,2025,1111
903,Home Office,Italy,Monitor,High,25,154,211,5275,1055,4220,3850,370,6/21/2025,6,June,2025,211
904,Corporate,France,Headphones,High,67,233,856,57352,11470.4,45881.6,15611,30270.6,6/22/2025,6,June,2025,856
905,Corporate,United States,Monitor,Low,96,116,599,57504,2875.2,54628.8,11136,43492.8,6/23/2025,6,June,2025,599
906,Corporate,Italy,Tablet,Medium,67,172,1107,74169,7416.9,66752.1,11524,55228.1,6/24/2025,6,June,2025,1107
907,Home Office,United States,Tablet,Medium,27,269,847,22869,2286.9,20582.1,7263,13319.1,6/25/2025,6,June,2025,847
908,Consumer,France,Headphones,Low,93,78,1179,109647,5482.35,104164.65,7254,96910.65,6/26/2025,6,June,2025,1179
909,Consumer,United States,Monitor,Low,32,186,714,22848,1142.4,21705.6,5952,15753.6,6/27/2025,6,June,2025,714
910,Home Office,United States,Monitor,Low,50,244,855,42750,2137.5,40612.5,12200,28412.5,6/28/2025,6,June,2025,855
911,Consumer,France,Smartphone,High,61,202,741,45201,9040.2,36160.8,12322,23838.8,6/29/2025,6,June,2025,741
